gene,t
PLA2G4E,-1.19558953047128
DUSP10,-1.19554598497172
CASP8AP2,-1.19547099719932
TSKU,-1.19522836582406
AKR1C3,1.19520401692359
POLR2J,-1.19475427221687
CCL24,1.19446989207339
MPPED2,-1.19434613694731
TEKT2,-1.19416502852435
VCL,1.19408379414285
SUCLG1,-1.19374660193727
TPX2,-1.19321264354466
ATOH8,-1.19308433933895
CAND1,1.19234841105472
SKAP2,1.19234142161771
IFIT2,1.19205358384353
BMF,-1.19197007476954
LAPTM4B,1.19042988517309
LSP1,-1.19024390677895
ISG15,1.1896570027993
OR2A5,1.18906950141816
IMPA2,1.18903750562334
PRSS23,-1.18867309570737
HNRNPA1L2,-1.18844171136759
PSMD12,-1.18821687684769
PRDX3,1.18816142289557
PAK1,1.1875090386474
RAB38,-1.18749141379429
ITIH1,1.18723929366084
RDH10,-1.18701892005557
SYMPK,-1.18696488397246
COQ9,1.18675411254952
PNRC1,1.18671383950079
ECM1,-1.18534252560801
MYL12A,-1.18524959494153
GUK1,-1.18523953616383
GRIK2,1.18450811733218
MPV17,1.18377479863512
ZNFX1,1.18348162601154
OR6B3,1.18334709678183
PSIP1,-1.18321557227128
GNA11,-1.18301134818399
DBI,-1.18219053112521
CD96,-1.18210638589937
CHRD,1.18200857404583
OXT,-1.18142826478175
IFI35,1.18131556363022
WNT2,1.18114084176455
CAT,1.18097185314546
AP4E1,-1.18067313462439
FBLN1,-1.1805540668444
C8A,-1.18053051773802
SLC2A5,-1.1803355778338
MAP6,-1.17951697246411
PSENEN,1.17928084722574
HMOX1,1.17852130535811
LRRC42,1.17833447830912
RANBP9,1.17788220245662
CBR3,-1.17778442724788
HSPA13,1.17769183555344
IFNA8,-1.17750230521705
ARID5B,-1.17747901359439
EDIL3,-1.17743068997739
SNAI2,1.17713072354222
DRD5,-1.17698604363883
SKIC3,-1.17677482746606
PIWIL1,1.17550521505173
CD55,-1.17538510784618
LAMP3,-1.17508704319211
RSL24D1,-1.17503948199013
SKIL,1.17500432269044
GLO1,1.17493195770688
PIK3R3,-1.17466190783555
OR52E6,1.17464827332402
KIR2DL3,-1.17410344630853
OR4X1,1.17379453439967
PLPP1,-1.17358046695813
OTC,-1.17345090304438
IRAK3,1.1733838976568
VDAC1,-1.17310030842384
TIPIN,1.17309539959718
SLC25A10,1.17274838598983
GSTM5,-1.17237835783067
IQSEC1,1.17233696286441
GCLC,1.17229893236654
CLN3,1.17223083422359
IGFBP6,-1.17218622233701
GABRR1,1.17152787615867
COMMD3,-1.17125004244463
TACC3,1.17051160304887
IL37,-1.1704564030093
SART1,-1.17028511438768
NFASC,-1.17022149218693
CAVIN1,-1.16957563587821
SIAH2,-1.1692430199595
SLC27A1,1.16890797204217
MASP2,-1.16869922816309
CLEC4D,-1.16845637078857
PIGN,1.16833692852959
SRGAP1,1.16797839121289
KLHL3,-1.16675027090957
TOP3B,1.16663677887735
OR9G4,1.16615862363912
FBXO44,-1.16566775214847
NFIB,1.16523414371269
DEFB112,-1.16516637353373
DDX42,1.16395805008907
NMNAT2,1.16364020562873
CCL18,1.16336874406349
MMP9,-1.16331558120919
NLGN2,-1.16301604239745
DEFB110,1.162098023002
ATP1B2,-1.16196266308081
P2RX3,1.1618415511715
MXI1,1.16161510015456
PALS1,1.16121296268987
SYF2,-1.16091583195816
EXTL3,-1.16082150264804
OR2T12,1.16070959372562
NBN,-1.15987669099198
CRB3,-1.15969037735061
BLMH,-1.15944099418018
GIT1,-1.15933693246533
PSMA4,-1.15920865677451
ID3,1.15920351222
GNL3,-1.15874890717415
ZC3H14,1.1579235819391
NELFB,-1.15767475500751
RILP,-1.15758216901908
DLG4,1.15734539907584
ENPP1,-1.15671497630859
HK2,-1.15667300343238
ACADL,-1.15643287369157
NMRK1,1.15591114319003
HSPA6,-1.15572833020877
OXTR,-1.15557221297106
NUB1,-1.15513423071381
C4BPA,-1.15492109907883
BTBD3,-1.15453659019374
LHCGR,-1.15366398158321
H2BC13,1.15355378901578
FCER1A,1.15323807000366
CRACR2A,-1.15294913716043
STK11,1.1528675541971
HSD3B1,1.15278005952699
ENTPD7,-1.15228651555482
TLR7,-1.15040914102688
SPOCK2,-1.14989871039058
PCCA,-1.14953493221217
SEMA4D,1.14937768912988
KHSRP,-1.14929522051397
OR4S1,-1.14929054081766
ARL4A,-1.14870707965169
ARAF,-1.14862771713703
ERBB4,-1.14859436894191
OR10G4,-1.14849197980295
CLNS1A,-1.14815097650582
YIPF6,-1.14801397984317
SV2B,-1.147927223604
CASP7,-1.14759085905254
OR14J1,1.14742508757402
TLK1,1.14678066345787
AXIN2,-1.14646390921426
PAM,1.14615784477855
NPY5R,1.14605337441739
SREBF1,-1.14598490920319
AMDHD2,-1.14565854776461
GNG7,1.14549088409237
COL9A1,-1.14542193179571
DNASE2,-1.14437248983605
KRT1,1.14391728659574
CELSR1,-1.14295798726375
GOLGA7,1.14282848829945
CLEC4E,-1.14282625063134
EFNB1,1.14241179869739
CDH11,1.14231297432474
CLCA4,-1.14174607530914
NEDD9,1.14154186377741
ASS1,-1.14151094273198
AGA,1.14124483651998
PPID,1.14103806330247
LTC4S,-1.14079198875272
WNK4,-1.14034049024092
TAF2,1.14009583970924
SARS2,1.14008513048354
DAAM2,1.13967695391551
CAPZA1,-1.13966740887056
PDE1C,1.13959026029958
ENTPD5,1.1394135299631
TYMP,-1.13808066238867
FOXO3,-1.13711982161395
ICA1,-1.13703065301141
HBBP1,1.13676786805029
IGHV4-59,1.13663578789564
PTGER2,1.13558232936548
PSMA7,-1.13528238435607
ERMAP,1.13496572465904
DPEP1,1.13470100764016
ABL2,-1.13445081578007
MITF,-1.1344082158163
MPHOSPH6,-1.13428897428942
OR12D3,1.13422931340615
ABHD6,1.13411702457989
GHSR,-1.13411440574693
CEP192,1.13407380827864
SAV1,1.13366988057025
TRPM5,-1.1334915029222
SIRPB1,-1.13304117541793
HPCAL4,-1.13195139834312
MAP3K20,-1.13164723799891
OSM,-1.13160128649348
GFI1,-1.13079489955539
C3AR1,-1.12968066557823
MEP1B,-1.1294966334107
ARHGAP5,1.12939911096514
EMR1,-1.12938348413996
ME3,1.12931576947315
STT3B,-1.12921550502534
RXRG,1.12910693242812
DMP1,1.12882295084964
BRI3,1.12827263370553
BTG1,1.12774982358276
GNAI3,1.12698029807374
CFB,-1.1265531375594
TNFSF8,1.12637672405888
SCLY,-1.12626537037126
MTMR10,1.12623037613881
SNTB1,1.12603768692587
CYP1A1,-1.1258628861968
RAB11FIP1,-1.12543337123424
TMC6,1.12542276793833
CMTR1,1.1251335116586
INS,1.12467068297462
RHOU,-1.12459481840423
PES1,-1.1236284639321
FTCD,1.12361088677757
TRIM41,1.12347218977523
PRUNE1,1.12344483798086
FN1,-1.12326409317848
BPNT1,-1.1225012863235
AANAT,1.12225360329548
ZC3H12A,1.12222803052307
CEBPD,1.12215068277537
KHNYN,-1.12206056691366
IRAG1,1.12185386317443
CARD11,1.12141495896857
SEMA5B,-1.12095254906058
NME2,-1.12086519025814
ILDR1,-1.12053092928945
NPM1,-1.12031243192586
SLC1A1,-1.11995515907933
G3BP2,1.11963452461105
SFRP5,1.11938770016928
GLIPR2,-1.11919458530942
IGLV2-11,1.11899843704802
B3GALT1,-1.11833405569067
AGPS,-1.11826165977565
TIPARP,-1.11807310016296
MARK2,1.11806783305754
SERPINA6,1.11791204166886
AP2A1,1.11775476988112
FXN,1.11738696786599
THBS2,1.11736858346647
MUC3A,1.11725739815769
MAP2K3,-1.11706290364311
EBI3,-1.11660816719069
RAG1,1.11596932082031
GMFG,1.11590427878583
AICDA,-1.11577206569608
DEFB103B,1.11576509077324
TOGARAM1,1.11574389018287
GP1BA,1.11478552541844
TAS2R31,-1.11455491521013
CNTFR,-1.11424181126302
MAP7,-1.1140764175918
IQGAP2,-1.11388621429164
HSD17B12,-1.11372496111495
MAN1A2,-1.11313043542204
PCM1,-1.11295227720536
HSPA9,1.11290046094499
MCHR2,-1.11288634664571
ZNF707,1.11247926246787
IGHV1-69,-1.11195844153379
NMNAT1,1.11174256063697
OR5AC2,-1.11104589529249
OR8H1,-1.11102329578988
OR5B12,-1.10969427711699
TAAR8,-1.10964423620012
GMFB,1.10961474327427
ENO3,1.10956085777761
FXYD2,-1.10952780348002
MFAP5,1.10938550707666
HNRNPA1P60,-1.10922061358238
ITGA3,-1.10870125035351
VPS37C,-1.10846828799434
LILRB3,1.10845231498674
MEST,-1.10833609993271
PROS1,-1.10825273306155
CACNA1D,-1.10808336234521
IGHG1,-1.1080568662507
DMGDH,1.10801965528161
USP14,-1.10780493179419
CYP2A13,-1.10778154481281
IL36RN,1.10731175219498
TIMP2,-1.10730198006474
PHRF1,-1.1071126339098
DRC1,1.106802416972
ALDH8A1,-1.10618960501099
GNG3,-1.10531519660439
OR10J3,-1.10496778637797
ACVR2A,-1.10458829549523
UBE2QL1,1.10448738000413
ASB14,-1.10398394289948
REEP1,1.1035669422319
ASGR2,-1.1030432243371
ADH6,-1.10291737444073
MOCOS,1.10263232892999
KCTD7,-1.10260269685587
DAAM1,1.10221796048438
AGO4,-1.10190328746355
FAM198B,1.10165853759669
SEC11A,-1.10163292991067
GOSR2,1.10155808508507
OR2T2,1.10141531310192
DEFB125,-1.1013478481419
LRPPRC,1.10093513741813
GSTK1,-1.1004456182614
VPS37A,1.10028337527684
NCBP1,1.10027116614339
KLC3,-1.0997774425917
LTB4R,1.09970408008553
DCTPP1,-1.0995989349252
BTN2A2,-1.0994171738543
SLC19A1,-1.09908918572496
GNB1,1.09884208556156
RPL3L,1.09874152145049
SERINC1,-1.0982017830961
UROS,1.09816871060523
WASL,1.0979480246291
BLVRA,1.09777702077416
KIR2DL4,1.09768445936335
RTP4,-1.09726738651361
FGF14,1.09626706656824
EIF5,-1.09552089467174
LRR1,1.09520287061146
UGT2B28,-1.09501546348251
ACSM3,1.09494972639216
HDDC2,-1.09465099067363
PPM1D,-1.09463192079821
TRIM32,1.09425403215649
OR1L3,-1.09416672682948
ASB1,1.09416161844456
CAPZA2,1.09366011203616
SCGB1A1,1.09319511688531
DEFB127,1.09284076479683
GUCA1C,1.09278457298419
PTGS1,1.09260721253741
LDHA,-1.09228291269885
HNF1B,1.09202545406445
PARVA,1.09189068370298
ATP2B3,-1.0918118262139
GPR19,-1.09168796256035
SEMA6A,1.0916061473899
UBE2A,-1.09156768811335
COASY,-1.09113058013028
LRRC4C,-1.0902110738452
SLC35B2,-1.08993032287226
CALCB,1.08915806647667
EMP3,-1.08869429961029
MRC1,1.08846227286792
ADORA2A,1.08829109714622
TIMM9,-1.08788043030904
PSMD10,-1.08779811604212
DGKZ,-1.08774682253264
ABHD4,-1.08735800728034
HPN,-1.08725813484849
LAMA1,-1.08724581173769
KPNA4,1.08720350765546
ABAT,-1.08711306584671
BMP7,1.08689620804273
GRIN1,1.08665794760545
RNASE7,-1.08528265492141
IL26,1.08505570993231
IL5RA,1.08465171702951
MEIS1,1.08461636955707
THOC3,1.08454583859157
FDXR,-1.08435804746986
LIPG,-1.08403104950319
STX18,1.08392703532488
COL11A2,-1.08374266941899
PRPS1,-1.0836209445749
RRAGD,1.08301205430709
HNRNPD,1.08290228743636
MRTO4,-1.08258654890284
AHSG,-1.08253909403714
FKBP2,1.08192968799892
SRSF9,1.08168533136215
SELENOP,1.08134179033014
GINS4,1.08104591742579
FARS2,1.08065182982902
SGMS2,-1.08060210882338
YARS2,1.08048836606448
GUCY2D,1.08042054401287
SNAP29,1.08039799649516
PIM1,1.07911509099281
NLN,1.07899713173776
RPL36A,-1.07824900553686
SRSF10,1.07801749036759
SOX10,1.07768750438126
POLE2,1.07755400965181
CD226,1.07742999954717
OR13C9,-1.07742690427647
INCENP,-1.07732983780566
DUSP7,-1.07729282364681
FUT4,1.07604181784107
KATNA1,-1.07597030803606
INSM1,-1.07548354539764
GNRH2,1.07545549182805
PRKACG,1.0747928472826
OR8K3,-1.07445510349598
OR6C76,1.07424258855795
CCL4,1.07422522716876
TNXB,1.0739783728672
TRPC1,1.07381698850758
UBE2D4,-1.07356955220656
MREG,-1.07322261273745
CAMK1D,1.07297508718886
OR11L1,1.0728114271315
MYOM2,1.0727960544953
ALG10B,-1.0727102449298
FOXO1,-1.0726938729104
JAG2,-1.07264221927797
NFYC,1.07261822206006
OR52H1,1.0721783431823
CD6,1.07199492789435
MUS81,1.07178949326928
TLN2,1.07174638882615
CLDN10,-1.07143815652718
SLC15A3,-1.07140978480549
PLEC,1.07077879781888
ODF1,-1.07076424259254
IL17RC,1.07058749028811
CHST12,1.06979056451713
GNGT2,1.06944982375917
KNTC1,-1.069416485037
POLH,-1.06939037252822
FBXO2,-1.06921635661663
DET1,-1.06903719333143
RSAD2,-1.06858310428811
CCL19,-1.06851818161823
SMURF1,1.06843245755455
RPS20,1.06817271774416
DYNLT1,-1.06800391139493
TBL1X,-1.06797127498014
GTF3C5,1.06794514708015
LOXL1,-1.06746351972547
GALNTL6,-1.06743581031185
THOC2,-1.06678390517397
MUCL1,-1.06656153522179
SGO1,1.06631660150366
F12,-1.06599136321322
STAT5A,-1.06529435947978
SLIT3,1.06515780448654
GPX2,-1.06479491535724
CCT6A,-1.06452307271097
ZMAT2,1.06409746728897
PVT1,-1.06365395013416
SCAF8,1.06347523306818
ST6GALNAC3,1.06330962183409
GAL3ST1,1.06269286148588
PLCD3,1.06214900257252
IMMT,-1.06197448121114
UTP20,-1.06187774509612
RPL22,-1.0618195836558
SUPV3L1,1.06154104066132
GRK7,-1.0609672569434
IGKV2-28,-1.0608744384992
C1ORF162,-1.06086244016919
TAS1R1,1.06032701313239
AGPAT3,-1.05993870242616
GK2,-1.05963539212556
DEFB119,-1.05905614925481
PNP,-1.05889073378196
PTPRB,1.05888928087453
TRIM8,1.05836021802609
GALK1,-1.0575328853904
CFHR4,1.0572027969672
NUMB,-1.05705422555946
DNAJC6,-1.05700991751666
USP16,-1.05696287978133
PIK3CG,-1.05682455779303
ATP11B,-1.05589822304406
CTSG,-1.0554456712155
STS,-1.05527931490554
WNT9A,-1.05513821091816
MGAM,1.05504496327144
ANO6,-1.05465783616153
BECN1,1.05453973174578
TLN1,-1.05393495548967
EIF3D,-1.05392068115988
ENPP2,-1.05385349555761
IL1R1,-1.05284473453339
GBP2,1.05279820115398
APLP1,1.05255169825022
PELI1,-1.05216798088204
PSMD6,-1.05195046319953
DGAT2,-1.05130117633174
KCNE2,-1.05115018253681
DEFB107B,1.05114239609707
SLIT1,-1.05109874020234
F7,-1.05092488410852
CCR4,1.05069898610547
HNRNPA2B1,1.0505581228791
PRKAA2,-1.05045774863357
MMP1,1.0502265281679
SLC30A5,-1.04993529766886
CAPZB,-1.04988536083917
CHCHD10,1.04955728375797
NPBWR2,-1.04926515525701
HADH,-1.04919901710073
KMT5B,1.04911737922374
IGLV3-1,1.0483329892683
HEY2,1.04831615184913
VIPR2,1.04783973390441
VCPIP1,-1.04708291071317
ASB15,-1.0470335988652
DPYS,1.04634710300187
PGLYRP1,-1.04596201930573
CROCC,1.0459041048509
TGFBR3,1.04590114110216
CTSH,1.04578708460177
ETV1,1.04542311560066
NMBR,-1.04533411992942
OR2AK2,1.04516502508393
PLEK2,1.04492502537998
OR6K3,-1.0447673690953
TPST2,1.04399731457001
CCT8,-1.04357167025105
OR7C1,1.04337616105268
GRB7,-1.04317663111438
CR1,1.04261104231585
TAX1BP3,-1.04229173419756
CNR2,1.04156256781454
COL6A2,1.04144496873247
BDNF,1.04141264192204
NFYA,1.04123189878885
CLPB,1.04116037644514
PDSS2,-1.04068889887637
MTIF2,-1.03976787650014
C5ORF15,1.03959677473741
HEMK1,-1.03954976950824
TP73,-1.03936441466034
SLC16A3,1.03908928479754
H1-6,-1.03858349299734
BTG2,-1.0383981191087
FSTL1,1.03815975909825
PGM3,-1.03815600171288
ARNT2,1.03786971086863
NUDT15,1.03746729319337
TM4SF1,-1.03689192469554
MTOR,1.03671058539606
LPAR3,1.03586396012608
MDH1,1.03566704705914
OR4Q3,1.03557242005974
IDO2,-1.03542862306175
MSH2,-1.03510708462376
CUL7,-1.03506466768637
GPR176,-1.0350117249387
HMGB1P1,1.03473311483939
SLC12A4,1.03433140206404
OR5AP2,1.03422923371004
CRYAB,-1.03399559627652
H2BC12,-1.03383666836187
PSMB1,-1.03375697873721
RSU1,-1.0331414085119
ATP6AP2,-1.03294203826157
TRAV29DV5,1.03281199221939
PMM1,-1.03245434185171
DEFB115,-1.03230023398207
CACNA2D3,-1.03228083011786
C1orf35,-1.03205784732489
OR5B17,1.03178819956157
TAS2R16,1.03172680069102
PDS5A,-1.03132354247415
PDE6B,-1.03113632076337
CD58,-1.03060786923039
SMTN,1.03046846222955
MLH1,1.03030962823473
EIF2S2,-1.03027339931659
ASF1B,-1.0290964439348
PARP14,-1.02908481490226
DOT1L,-1.02896274040579
POLA1,-1.02888034762024
PCNT,-1.02822961402752
CD34,1.02806929564903
P2RY10,-1.02785175871581
WNT6,-1.02768632537351
C1DP2,-1.02742862874731
GRIK3,1.0273724407619
SDC1,1.02728498029523
PDPK1,-1.02702447677948
ADCY5,-1.02682469020684
SRSF7,-1.02646725978253
IL2RA,-1.02624640962003
CDK9,-1.02611270457574
MT1E,-1.02606230473714
GOLGA4,-1.02590350646857
RPL3,1.02583670761348
LAIR2,-1.02562449186336
TSN,-1.02521955725808
AP4B1,1.02443184029737
ADK,1.02400519193027
DRAM2,-1.02387555752908
HSP90B1,1.02285710439477
BLCAP,1.0221145846075
GABRA3,1.02165000840825
COPS5,-1.02116241407106
CLTCL1,-1.02091914789459
NLRC4,1.02011314883276
PRPF4,-1.01982768413471
EIF2S3,1.01949859852778
FTL,1.01940975958539
OVOL2,1.01898608562393
APOA5,1.01854987067451
PRG3,1.01844654484258
TAS2R4,-1.01830243314133
NELFE,-1.01795189252811
PTPA,1.01786980813013
SEMA4G,1.01760478523029
SCD,-1.01646934867935
MASP1,-1.01644513225491
CNN2,-1.01643030517054
MAT2A,-1.01615550206986
RAB27A,1.01597887264973
LIMK1,1.01511490851594
CITED2,-1.01492630881802
ONECUT1,-1.01460153305474
L3MBTL4,1.01439488719983
AFG3L2,1.01433116937011
UBE2O,1.01346242081892
GYPB,1.01341009020387
OR10H1,1.01337084085857
CLEC4G,1.01285536574918
ARL3,-1.01260246708574
GHRHR,-1.01252975880312
GALNT5,-1.01208088207361
ASAP2,1.01194967383386
ARHGDIA,1.01187555509111
KCNJ11,-1.01138750480147
B3GNT7,1.01118815662264
CACNG8,1.01104965284528
MGST1,1.01102747154861
CBL,1.0109730979573
GLRX,-1.01090642873708
INSRR,-1.01056201376159
HEBP1,-1.01055660046437
HRH1,-1.01015339811398
KLHDC8A,-1.01002637531016
PRPH,1.01001302159547
ECD,1.00978615712336
POLR3H,1.00958242862164
CACNG2,-1.00947760267317
ZCCHC7,-1.00945784747755
PAPOLA,-1.00907180113631
NME4,1.00872981447633
SLC19A2,1.00871183935385
CAB39L,-1.00867296478049
SEMA3D,-1.00849700306819
EEF2,-1.00813348185397
GAD1,-1.00797304208625
XRCC2,1.00795986422393
GNPDA1,-1.00777037810723
TAF4B,-1.00755118400152
PRRX1,1.00728596878166
ISY1,1.0072294835288
GTF2H3,1.00720215094129
ADD3,-1.00652487440873
TREM2,-1.0057651742344
GEMIN4,-1.0057313990249
IL1R2,-1.00563691289402
RETN,1.00550672263204
KLHL2,1.00526084289427
HYAL3,-1.00524081572825
SGK1,1.00510661963276
SELENOS,1.00471734062341
NASP,1.00464315080413
TBRG4,-1.00440933697985
HS6ST2,1.00439650552365
ARPC1B,-1.00428448875058
EFNA4,-1.00419195781143
SPOCK1,1.00373933441937
HSPB2,1.00330218537177
KBTBD8,-1.00321762049167
THBS3,1.00300845998542
H4C15,1.00300758239283
BECN2,1.00264951850117
WNT3A,1.00211076463749
PARD6B,-1.00204946066914
SPC24,-1.00171580823318
GPT,-1.00169953315222
C5AR1,-1.00147796556352
PPP1R8,1.00139661819947
ACMSD,1.00122822374497
FBXW12,1.00078948928415
TUBA4B,-0.998898736075449
KDELR1,-0.998862471714497
IFITM1,0.998603567677582
ABLIM1,-0.998156326179041
OR1N1,-0.99673584254585
GRIN2C,0.996388422408852
RHOG,-0.99606070892018
SNW1,-0.995438888199888
SEMA3A,-0.995254513917337
COL4A2,-0.995182675698328
OR10H4,-0.994669396128711
TREML2,0.994422976557841
PDIA5,-0.994302289421032
CFD,-0.994185063161619
SERP1,0.993914512388561
AIM2,0.993690007359857
ENPEP,0.99355673636888
TLR4,-0.993469394605037
GINS1,0.993265770806491
TJP1,0.993242299389119
CCL11,0.993089061364235
RFC3,-0.99124411364522
TNFRSF8,0.990835100614561
CSF2RB,0.990408732566931
VAMP2,0.990385529856748
SQLE,-0.990060156811362
OR51I1,-0.989947262339768
YTHDC1,-0.989829196197976
BTN1A1,-0.989824147340213
GH1,0.989497927391641
BID,0.989261818471362
GPX8,0.989147709521642
NF1,-0.989072575468862
PSMD13,-0.988783753103195
ALYREF,-0.988710396625506
PIAS3,0.988403959963297
BPIFB1,-0.987946374151249
ATG7,-0.987938763015083
H1-2,-0.987913620421375
PORCN,-0.987848590700264
MAP3K3,-0.987595449091911
THBS1,-0.987388973617631
ITGB1,-0.986948648844882
PRICKLE1,-0.986404687068404
MSH5,0.986193372230142
FAM119A,0.985855543516435
HDGFRP2,-0.985243138133552
IGHV4-34,-0.985129333075588
NUFIP1,-0.984927615187127
GPR84,0.984726812791854
BCAT1,-0.984433421914623
MYH9,-0.984381231812285
ANXA9,0.984179440287279
MFNG,0.984134300320894
DAPP1,-0.983668668901007
ADIG,-0.983614902288667
NR1D1,0.98360144287067
PSAPL1,0.983057535889988
HNRNPR,-0.982924754512978
RNF217,-0.982327007177817
PNPLA8,0.981822458647918
OR4D6,-0.981429486725316
ANK1,0.981291054150754
SLC1A2,-0.981122496797427
JAM3,0.980510393554296
XRCC1,-0.980507575106528
BEST1,0.980390454667477
CD86,-0.980241336454129
YPEL1,0.980240823312524
SSH3,-0.98019952513683
CRISP2,0.979609229501259
MMP3,-0.979326250323473
GGA1,0.979168210457663
SHC3,-0.979075106895838
NCAPH2,-0.978871303554764
GLRX5,-0.978759213701239
ABCE1,-0.978743885167561
G6PD,0.978587275903747
IL31,0.978457969050554
NMT1,-0.977949611701535
ARPC5,0.97760480526974
OR9K2,-0.977457355495479
ELP4,-0.977299439682333
TNFRSF19,-0.976578378051114
DDX46,0.976233703548292
ST8SIA4,0.976119204642731
IGLV1-51,-0.975747794388949
S1PR4,-0.975518959662128
SF3B1,0.975441792603924
TARP,-0.975417934806188
SIDT1,0.97528570434281
KLHL9,0.975210499987915
RPL6,-0.974675543000617
EMR3,-0.974557294479254
GCNT3,-0.974408887299245
MAST4,0.974262000442993
SSBP1,0.97422278798784
SIRPA,-0.973394982968817
NEIL2,0.973144315668244
ETFBKMT,-0.973131431914904
OR10Z1,-0.972426362555086
POLR2E,-0.971886909294425
JUNB,0.971373311738004
UBE2E2,-0.97109810117894
H4C12,-0.970459949850815
MTCH2,0.970308999923969
GPAT2,-0.969861641616362
SDF2L1,0.969687749077729
DEFB104A,-0.969219583497229
OR9A2,-0.96856836534027
UBE2Z,-0.968563308528154
CHP2,0.968557178319423
SERPINB6,0.967632226080483
CETN2,0.967236745279122
UPP1,0.96703371328362
DLL4,0.966769551156495
TXK,-0.966046138256205
VDAC3,-0.965915716437316
RAD23B,-0.965887505211938
GLUD1,0.965189477266589
OGT,0.964813106658066
CASP1,0.964620018098589
ALDH1A1,-0.964614568888205
MUC6,0.964494570579275
ALG10,-0.964214501831088
NDST4,-0.96412961925679
DOCK9,-0.96258989725594
STAT3,0.962512551676183
KIF5B,-0.962371540306995
CAMKK1,-0.961978033998551
PI4KB,0.961723196060803
SRD5A2,0.9616794560435
SETMAR,0.961165504737335
ITSN1,-0.961103076067714
DCK,-0.961073150301497
RNPS1,-0.960701604894464
PDE6D,-0.960618905679097
TMPRSS3,0.960480144139922
BBC3,-0.960310461730836
AKAP7,-0.960234775610877
ABTB1,0.959934266870102
DNA2,-0.959349844298262
GPR18,-0.959279167669468
DDB2,-0.959200521131618
OR4F17,-0.959181452365605
TAF9B,0.959038494811231
DDX4,-0.958877037802969
SERBP1,-0.958497690533432
PLA2G2F,-0.958455086466039
LPAR6,-0.958349092857545
NQO2,-0.957787797996783
IL17RA,-0.957703871559435
FLNC,0.957570893148374
RETSAT,-0.957418570201723
ARHGDIG,0.957321075788055
LEPR,-0.957299868038472
MUC12,0.957078408145883
VAMP5,0.956918871889156
TARBP2,-0.956395472632561
OR52N2,0.956394415959107
OR8G5,0.95636120983754
CLDN15,-0.956181454092375
OR51D1,0.955769307228199
CHMP4C,-0.955731626649656
ACHE,0.955621717200778
PSMD2,0.955569736266339
STARD3,-0.955290541974552
SELENBP1,0.955254452637237
CX3CR1,-0.955249698042839
S100A8,-0.955249619315786
TRAF3IP2,-0.954899786777678
SEMA6B,0.954777900954623
RAMP1,0.954334571685932
TARDBP,0.954177668858035
CYP3A7,-0.954047666896251
IL13RA2,0.953571125653951
RPL23A,0.95315323933012
MDGA1,-0.952360386622544
KLRB1,-0.952323073718537
IGKV1-33,0.952232792463865
HYCC2,0.95172442562831
TPM1,-0.951642155353483
GALNT11,-0.951506372135194
RGS16,0.951401790427694
LTN1,0.950708050163442
LAMC1,-0.950003794507423
COL6A6,0.949422102194713
ARHGEF6,0.949177419118631
CXCR6,-0.949101604397114
LPGAT1,0.948982685951857
MXD4,-0.948851229287826
TF,0.948822406023617
LPAR4,-0.948474469447049
PHLDB1,-0.948174979232196
EIF4EBP1,0.948081673035692
TNF,0.948031489442349
HNRNPDL,0.947997301362089
RORA,0.947981899489058
PPP2R1A,0.94793021840388
LOXL2,-0.947179795336863
KIAA0226,0.946945384686885
FGA,-0.946658475527791
GPHA2,-0.946324173677958
TNFAIP8,0.945827170475914
CGN,0.945467753489707
IRS4,0.944562088297334
TCOF1,0.944292628497459
LONRF1,0.943606484788946
SLC16A1,0.943339261140147
SLC12A2,0.942996381523221
EPX,-0.942538294213697
UGT2A3,-0.941874484821168
F2,-0.941566813456755
CHMP6,-0.94129706229093
POLR1D,-0.941087424976671
F11,-0.940460041613113
PRKAB1,-0.940219893156742
EEF1E1,-0.94020526994376
FCSK,-0.939906058857623
FGF21,-0.939847291536668
ITGA2,-0.939792187836263
PLIN2,0.939399845116278
DPP4,-0.939014233380589
IL21,-0.938912979555874
CD1C,0.938286453171886
OR5AU1,0.938019416526211
POLB,0.937478871431523
TM7SF3,-0.937406550562989
PHF3,0.937269570303394
SLC30A10,-0.936816997516166
AP3S2,-0.936698890558326
CCR1,0.936538333329842
OR52E8,-0.936458763738319
GABRG2,0.936253010495629
CLDN8,-0.936072692392345
TNNC2,-0.935789173519785
APRT,-0.935421896066584
EDNRB,0.935320156810438
NEU3,0.934638775836836
UGT1A1,-0.934515315622168
TBPL2,0.934463070918017
HAPLN3,-0.934312506798958
PRF1,-0.934269321673289
CFI,-0.933872741841858
ADIPOR2,0.933843331810115
PSMB4,-0.933769617694582
CACNB3,-0.933627307219709
IL20,0.933405115939972
RAG2,0.933097282142401
SERPINE2,0.932852376485946
PFKL,-0.932532107834839
CD1B,0.93245209125501
IKBKE,-0.932274304333962
FBXL18,-0.932047128317987
GNG13,-0.931933414963558
TMEM63A,0.931588371687165
SLC8A3,-0.931341540186937
GPX7,-0.931317189428173
IVD,0.931072405121512
ACADVL,-0.931032271495801
H2BC10,-0.930754211151215
PTPN13,0.930581265589227
INHA,-0.930266654001348
TG,-0.930127101392233
MYLIP,-0.929623162336742
EIF5A,-0.928934179805615
PDE4C,0.928893117422802
PRPF40B,-0.928802881178246
OCRL,0.928780053450026
NHLH2,0.928484789769185
OR5D16,0.928296517178806
TOMM40,-0.928293326590533
