"cell_type","case_n","control_n","case_mean","control_mean","delta_mean","p_value","p_adj","test_method"
"KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS",12,12,0.106643774109802,0.140898157114803,-0.0342543830050017,0.0596570612050488,0.181905137444903,"wilcox"
"KEGG_TGF_BETA_SIGNALING_PATHWAY",12,12,0.128130435938225,0.0596221617069982,0.0685082742312266,7.39602301050679e-07,1.37566027995426e-05,"wilcox"
"KEGG_THYROID_CANCER",12,12,0.0543857621581529,0.00821942067090085,0.0461663414872521,0.000656027241031952,0.00381315833849822,"wilcox"
"KEGG_TIGHT_JUNCTION",12,12,0.0590186488194934,0.0569458742379318,0.00207277458156168,0.712535075639127,0.872565081074791,"wilcox"
"KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY",12,12,0.0787075731952584,0.0719024591690491,0.00680511402620931,0.551167166391288,0.7708052101412,"wilcox"
"KEGG_TRYPTOPHAN_METABOLISM",12,12,-0.0183065709559978,0.000588350764884045,-0.0188949217208818,0.347357918699957,0.603818438113943,"wilcox"
"KEGG_TYPE_I_DIABETES_MELLITUS",12,12,0.167503921079082,0.0940759283978757,0.073427992681206,2.95840920420272e-06,3.23684771753944e-05,"wilcox"
"KEGG_TYPE_II_DIABETES_MELLITUS",12,12,0.121954656153755,0.11750950611795,0.00444515003580567,0.977402191293698,0.982685446381772,"wilcox"
"KEGG_TYROSINE_METABOLISM",12,12,0.0859048018205866,0.111036947324559,-0.0251321455039722,0.178182027959925,0.404168990250562,"wilcox"
"KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS",12,12,0.0810168376631651,0.0463601646629393,0.0346566730002258,1.47920460210136e-06,2.2927671332571e-05,"wilcox"
"KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS",12,12,0.0432756420422928,0.051592280586074,-0.00831663854378116,0.670659532955939,0.872565081074791,"wilcox"
"KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION",12,12,-0.00195459520964636,0.0359123119713194,-0.0378669071809658,0.113502327528441,0.301591898861287,"wilcox"
"KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION",12,12,0.0674853029662476,0.0784561235051661,-0.0109708205389185,0.241523787828809,0.493664005891851,"wilcox"
"KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION",12,12,0.107991867562277,0.0854842683562811,0.0225075992059954,0.842835990231333,0.938727510078011,"wilcox"
"KEGG_VEGF_SIGNALING_PATHWAY",12,12,0.0784653149892314,0.0905497646888487,-0.0120844496996173,0.347357918699957,0.603818438113943,"wilcox"
"KEGG_VIBRIO_CHOLERAE_INFECTION",12,12,-0.00243692209316198,0.0632595607772773,-0.0656964828704393,0.000201171825885785,0.001336355700527,"wilcox"
"KEGG_VIRAL_MYOCARDITIS",12,12,0.134920914613353,0.0854614217556857,0.049459492857667,1.47920460210136e-06,2.2927671332571e-05,"wilcox"
"KEGG_WNT_SIGNALING_PATHWAY",12,12,0.0962919628652175,0.0627676288443875,0.03352433402083,7.17414232019159e-05,0.000533756188622254,"wilcox"
