"ID","setSize","NES","pvalue","p.adjust"
"REACTOME_SIGNALING_BY_NOTCH4",70,1.63823255959861,0.00684816634371219,0.0431205115230873
"REACTOME_REGULATION_OF_PD_L1_CD274_EXPRESSION",165,1.53792089055995,0.00689417484642018,0.0432034957042331
"REACTOME_REGULATION_OF_PTEN_GENE_TRANSCRIPTION",33,1.70316584982162,0.0070165638767543,0.0437620761223159
"REACTOME_MODULATION_OF_HOST_RESPONSES_BY_IFN_STIMULATED_GENES",19,1.7362888805172,0.00717543312856054,0.0445418396093663
"REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES",26,1.74100820448151,0.00724778000516519,0.0447797112056216
"REACTOME_DNA_STRAND_ELONGATION",31,1.69362110585092,0.00729403466596912,0.0448549047682961
"REACTOME_ISG15_ANTIVIRAL_MECHANISM",74,1.60473860937466,0.00757278813943685,0.0463525078674367
"REACTOME_RA_BIOSYNTHESIS_PATHWAY",19,-1.71143617703128,0.00766386771328129,0.0466928236605471
"REACTOME_ESR_MEDIATED_SIGNALING",194,1.40791275089769,0.00773030654011292,0.0468805686948784
"REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS",255,1.38966626444115,0.00800014494885516,0.0482944529940064
"REACTOME_ENTEROBACTERIAL_FACTORS_ANTAGONIZE_HOST_DEFENSE",14,1.73005539730121,0.00807566785815117,0.0485277575403057
"REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY",53,1.60425470702415,0.00847482888842561,0.0506948855325823
"REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX",75,1.59601545649454,0.00863784696783126,0.0514362290030133
"REACTOME_REGULATION_OF_CDH1_GENE_TRANSCRIPTION",85,1.58893569590372,0.00869958646232523,0.0515705215514414
"REACTOME_NEGATIVE_REGULATION_OF_NMDA_RECEPTOR_MEDIATED_NEURONAL_TRANSMISSION",16,1.74846201068141,0.009712030186006,0.0572756692205298
"REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE",61,1.58328394316509,0.00974905008009018,0.0572756692205298
"REACTOME_MATURATION_OF_TCA_ENZYMES_AND_REGULATION_OF_TCA_CYCLE",12,-1.75434598756254,0.00983568269262222,0.0573441792906547
"REACTOME_RAP1_SIGNALLING",16,1.74590610170947,0.00984786057727048,0.0573441792906547
"REACTOME_UNBLOCKING_OF_NMDA_RECEPTORS_GLUTAMATE_BINDING_AND_ACTIVATION",19,1.69948325672334,0.00999188784386968,0.0579265392182048
"REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX",68,1.62154949054674,0.0107106520364315,0.0618211319295782
"REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS",110,1.50136480018839,0.010783815668351,0.0619716219194321
"REACTOME_MITF_M_REGULATED_MELANOCYTE_DEVELOPMENT",116,1.5189599300915,0.0110456861139382,0.0632005344606204
"REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING",23,1.68105864166796,0.0113075608565196,0.064418831546233
"REACTOME_DEVELOPMENTAL_LINEAGE_OF_MULTIPOTENT_PANCREATIC_PROGENITOR_CELLS",16,-1.72444846550538,0.0113949834465828,0.0646370612745815
"REACTOME_DEFECTIVE_INTRINSIC_PATHWAY_FOR_APOPTOSIS",22,1.69115583706045,0.0114766381629501,0.0648208404396666
"REACTOME_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION",177,1.39859020845436,0.01239903209752,0.069731308719386
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_THE_AP_2_TFAP2_FAMILY_OF_TRANSCRIPTION_FACTORS",24,1.68307730058619,0.0135421681140997,0.0758361414389581
"REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1",42,1.61350323437834,0.0136342700292126,0.0760283871120499
"REACTOME_RSV_HOST_INTERACTIONS",65,1.55318118654217,0.013892196900752,0.0771397937611375
"REACTOME_MAPK_FAMILY_SIGNALING_CASCADES",258,1.38464815005183,0.014416372726901,0.0797140609605115
"REACTOME_SIGNALING_BY_TGFBR3",34,1.62397984999614,0.0148869957749829,0.0819719097902824
"REACTOME_THE_CRY_PER_KINASE_COMPLEX_REPRESSES_TRANSACTIVATION_BY_THE_BMAL_CLOCK_ARNTL_CLOCK_COMPLEX",13,1.66524276532875,0.0151020032832031,0.0828093180028968
"REACTOME_PTEN_REGULATION",86,1.5513293945706,0.015263734939858,0.0833488596715895
"REACTOME_INTERLEUKIN_20_FAMILY_SIGNALING",26,1.66457087901462,0.0158794621599818,0.0863527776964298
"REACTOME_NR1H3_NR1H2_REGULATE_GENE_EXPRESSION_LINKED_TO_CHOLESTEROL_TRANSPORT_AND_EFFLUX",22,1.66951458192769,0.0160294393883999,0.0868096388277132
"REACTOME_PHOSPHORYLATION_OF_CLOCK_ACETYLATION_OF_BMAL1_ARNTL_AT_TARGET_GENE_PROMOTERS",10,1.69151077732616,0.0161314406738069,0.0870039996997127
"REACTOME_OVARIAN_TUMOR_DOMAIN_PROTEASES",32,1.62730345892241,0.0162830161265564,0.087463058051217
"REACTOME_STABILIZATION_OF_P53",43,1.5798290658838,0.0164173644444322,0.0878262260523286
"REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE",63,1.55842152657668,0.0166096159198182,0.088494957694254
"REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT",176,1.42213556351443,0.0168203867222085,0.0892565682517191
"REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS",54,-1.56832799749656,0.0171106241702165,0.0904320538474092
"REACTOME_ETHANOL_OXIDATION",12,-1.6923451614464,0.0172381946203704,0.0907418564816298
"REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION",97,1.477262560497,0.0174880551005839,0.0916903606070455
"REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION",92,1.4493365971402,0.018903879683625,0.0987202605700415
"REACTOME_OPIOID_SIGNALLING",87,1.45083266986387,0.0195190835466806,0.10130717162707
"REACTOME_DNA_REPAIR",223,1.39227324623737,0.0195532078976261,0.10130717162707
"REACTOME_NFE2L2_REGULATING_TUMORIGENIC_GENES",10,1.67605335894627,0.0198430117675315,0.102405503866947
"REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_ZBP1",17,-1.64140738693853,0.0202662956144087,0.10418142589282
"REACTOME_SIGNALING_BY_PTK6",46,1.55634840321742,0.0205710132030089,0.104806697151648
"REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS",91,-1.44287279198352,0.0205376562312026,0.104806697151648
"REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS",194,1.3438874682525,0.0206815825886473,0.104806697151648
"REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3",497,1.25410522748141,0.0207064903187146,0.104806697151648
"REACTOME_REGULATION_OF_LOCALIZATION_OF_FOXO_TRANSCRIPTION_FACTORS",11,1.64686468081553,0.0210251607974131,0.106011921875079
"REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION",61,1.50463469971393,0.0213196544309796,0.107086508515913
"REACTOME_INACTIVATION_OF_CSF3_G_CSF_SIGNALING",25,1.55880639693529,0.0215028012575006,0.107595765988102
"REACTOME_SIGNALING_BY_WNT",258,1.35753575011162,0.022491302350398,0.112115734443651
"REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR1",15,-1.63562348401974,0.0225853176594934,0.112159539773182
"REACTOME_STAT3_NUCLEAR_EVENTS_DOWNSTREAM_OF_ALK_SIGNALING",11,1.63664862752282,0.0230275275202701,0.113925662468705
"REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES",462,-1.18181576914467,0.0236273554308194,0.116455429763889
"REACTOME_REGULATION_OF_PD_L1_CD274_POST_TRANSLATIONAL_MODIFICATION",75,1.49550546150463,0.0241211869606667,0.118445828508349
"REACTOME_AMINE_LIGAND_BINDING_RECEPTORS",41,-1.43369728363633,0.0243679617520655,0.118771250613771
"REACTOME_PHOSPHOLIPID_METABOLISM",137,-1.39403628676805,0.0243055310991087,0.118771250613771
"REACTOME_INTERLEUKIN_35_SIGNALLING",12,1.61432451873769,0.0250288119412697,0.121542127360557
"REACTOME_LONG_TERM_POTENTIATION",20,1.62101710772865,0.0257541604020555,0.124148260399652
"REACTOME_NOTCH4_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION",19,1.61561283015394,0.0257432099543991,0.124148260399652
"REACTOME_NON_CANONICAL_INFLAMMASOME_ACTIVATION",14,1.59822829279637,0.0261106873261072,0.125407534748748
"REACTOME_CHROMATIN_ORGANIZATION",145,1.36423956196548,0.0270407975459052,0.129208886964748
"REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS",255,1.31288414221077,0.0270985203664669,0.129208886964748
"REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC",49,-1.48755708251937,0.0274670399661027,0.13049322958625
"REACTOME_ATTENUATION_PHASE",20,1.61550689781892,0.0278324807244794,0.13092160592204
"REACTOME_POLYMERASE_SWITCHING_ON_THE_C_STRAND_OF_THE_TELOMERE",15,-1.61267720911358,0.0277109855237786,0.13092160592204
"REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY",28,-1.56485170691214,0.0278782335488455,0.13092160592204
"REACTOME_GASTRULATION",87,1.41233797467318,0.0279551453374569,0.13092160592204
"REACTOME_SPOP_MEDIATED_PROTEASOMAL_DEGRADATION_OF_PD_L1_CD274",46,1.51400416398242,0.0283153880176581,0.131671557000841
"REACTOME_CARDIAC_CONDUCTION",82,1.45174944379248,0.0282484161450874,0.131671557000841
"REACTOME_FGFR3_LIGAND_BINDING_AND_ACTIVATION",13,-1.62490223819404,0.0286852814962538,0.132921938200951
"REACTOME_DEVELOPMENTAL_LINEAGE_OF_PANCREATIC_ACINAR_CELLS",19,-1.5385204528668,0.028950850647885,0.13368182264076
"REACTOME_SIGNALING_BY_ACTIVATED_POINT_MUTANTS_OF_FGFR1",11,-1.59192425517709,0.0295153982515107,0.13533889929961
"REACTOME_INTERLEUKIN_10_SIGNALING",45,1.54400129124732,0.0295144398548111,0.13533889929961
"REACTOME_TRANSCRIPTIONAL_REGULATION_OF_BROWN_AND_BEIGE_ADIPOCYTE_DIFFERENTIATION",17,1.56638231396645,0.0299048540583471,0.136648569238836
"REACTOME_REGULATION_OF_PD_L1_CD274_TRANSCRIPTION",87,1.40316599273413,0.0307740882788595,0.140133910640066
"REACTOME_XENOBIOTICS",22,-1.57601602778881,0.0312846896796417,0.141967764201409
"REACTOME_MAPK1_MAPK3_SIGNALING",227,1.31448760859314,0.0317056767639154,0.143383747839562
"REACTOME_FBXL7_DOWN_REGULATES_AURKA_DURING_MITOTIC_ENTRY_AND_IN_EARLY_MITOSIS",42,1.50508331043361,0.0323405853833663,0.145754145083939
"REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_INITIATION",31,1.51585154062623,0.03248698325333,0.14591423195011
"REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION",226,-1.21035449899429,0.0335328890707806,0.15009959869778
"REACTOME_RESPIRATORY_SYNCYTIAL_VIRUS_INFECTION_PATHWAY",88,1.41647050795783,0.0337464880220897,0.150543655040915
"REACTOME_MAP2K_AND_MAPK_ACTIVATION",33,1.51861611148158,0.0352451528155964,0.156698044274746
"REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE",24,-1.59452098347386,0.0359836881132399,0.159442873929373
"REACTOME_INTERLEUKIN_27_SIGNALING",11,1.58100582344525,0.0365086837464413,0.161226267819855
"REACTOME_SIGNALLING_TO_ERKS",33,1.514286315605,0.0367239467973777,0.161634494934278
"REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS",14,-1.56095281116655,0.0372682333759903,0.163483317076011
"REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY",22,1.53614127802949,0.0379794969725957,0.165640370241276
"REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING",136,1.35207645347217,0.0380116959064327,0.165640370241276
"REACTOME_SUMOYLATION_OF_UBIQUITINYLATION_PROTEINS",38,1.51629168396062,0.0382109369984445,0.165959053102155
"REACTOME_SIGNALING_BY_CSF3_G_CSF",30,1.51668434361111,0.0384133600348899,0.166289413835247
"REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER",40,1.51836091635106,0.0391244669030612,0.168720410380719
"REACTOME_ADIPOGENESIS",54,1.47358770168849,0.0392313416234802,0.168720410380719
"REACTOME_DEGRADATION_OF_CRY_AND_PER_PROTEINS",48,1.46874243207401,0.0396815373470283,0.170100661722115
"REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING",44,1.50677833329708,0.0401091430835073,0.170820816498044
"REACTOME_RHO_GTPASES_ACTIVATE_FORMINS",106,1.38898891297636,0.0400593471810089,0.170820816498044
"REACTOME_NUCLEAR_PORE_COMPLEX_NPC_DISASSEMBLY",34,1.50526623833426,0.0411184210526316,0.173993061431714
"REACTOME_TRANSPORT_OF_SMALL_MOLECULES",399,1.25795509254411,0.0409937888198758,0.173993061431714
"REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION",126,1.3963004094138,0.0434976980588191,0.183471059760916
"REACTOME_NOTCH2_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION",11,1.56336669428333,0.0445576910544508,0.187341602005295
"REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_PIGMENTATION",19,1.53982384210408,0.0452392857202597,0.189036851906277
"REACTOME_GSK3B_MEDIATED_PROTEASOMAL_DEGRADATION_OF_PD_L1_CD274",44,1.46025538834203,0.0453020134228188,0.189036851906277
"REACTOME_MUSCLE_CONTRACTION",144,1.36343522715387,0.0453918276613856,0.189036851906277
"REACTOME_UCH_PROTEINASES",64,1.45730894120537,0.0467582910552537,0.194113284002252
"REACTOME_REPRESSION_OF_WNT_TARGET_GENES",12,1.54189892875039,0.0472589792060491,0.195574895079122
"REACTOME_ASSEMBLY_AND_CELL_SURFACE_PRESENTATION_OF_NMDA_RECEPTORS",36,1.45856693833906,0.0477759472817133,0.197094503519545
"REACTOME_NUCLEAR_ENVELOPE_BREAKDOWN",44,1.44712999916827,0.0486577181208054,0.200104865771812
"REACTOME_ACTIVATION_OF_THE_AP_1_FAMILY_OF_TRANSCRIPTION_FACTORS",10,1.56188019365598,0.0490633224963509,0.201144337710897
"REACTOME_FORMATION_OF_DEFINITIVE_ENDODERM",10,1.54293859466377,0.049618320610687,0.202160092642923
"REACTOME_MEIOTIC_RECOMBINATION",81,1.40941080234462,0.0496124031007752,0.202160092642923
"REACTOME_EXPRESSION_OF_BMAL_ARNTL_CLOCK_AND_NPAS2",24,1.49024039436758,0.05,0.203086419753086
"REACTOME_REGULATION_OF_RUNX3_EXPRESSION_AND_ACTIVITY",45,1.44284723593435,0.0503355704697987,0.203820340733092
"REACTOME_DIFFERENTIATION_OF_NAIVE_CD_T_CELLS_TO_T_HELPER_1_CELLS_TH1_CELLS",13,1.51473219152855,0.0509433962264151,0.204394845835251
"REACTOME_RMTS_METHYLATE_HISTONE_ARGININES",58,1.43249808771859,0.0506535947712418,0.204394845835251
"REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION",65,1.39829295988755,0.0507936507936508,0.204394845835251
"REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS",167,-1.23668434251156,0.0513307059047864,0.205322823619146
"REACTOME_RHO_GTPASES_ACTIVATE_NADPH_OXIDASES",22,1.48945940946323,0.0522648083623693,0.208425720620843
"REACTOME_TRISTETRAPROLIN_TTP_ZFP36_BINDS_AND_DESTABILIZES_MRNA",16,1.49794074428687,0.0529197080291971,0.210399805940856
"REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_EXTRACELLULAR_MATRIX_FOCAL_ADHESION_AND_EPITHELIAL_TO_MESENCHYMAL_TRANSITION",10,-1.51637372298583,0.0543933054393305,0.215607198669154
"REACTOME_FGFR1_MUTANT_RECEPTOR_ACTIVATION",22,-1.49260586745254,0.055150375756364,0.217951635121246
"REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION",79,1.36034143197678,0.0566037735849057,0.223025646819568
"REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH",97,1.34120709087131,0.057315233785822,0.225154769140722
"REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING",22,1.4786901965643,0.0574912891986063,0.225174216027875
"REACTOME_PHOSPHORYLATED_BMAL1_CLOCK_ARNTL_CLOCK_ACTIVATES_EXPRESSION_OF_CORE_CLOCK_GENES",17,1.5170379498388,0.0583941605839416,0.227648494118504
"REACTOME_NF_KB_ACTIVATION_THROUGH_FADD_RIP_1_PATHWAY_MEDIATED_BY_CASPASE_8_AND_10",13,1.50010002417195,0.0584905660377358,0.227648494118504
"REACTOME_CIRCADIAN_CLOCK",94,1.34001344617962,0.058641975308642,0.227648494118504
"REACTOME_CONDENSATION_OF_PROMETAPHASE_CHROMOSOMES",10,1.51105193192622,0.0591603053435115,0.228985181859003
"REACTOME_CELL_CELL_COMMUNICATION",278,1.23529548660282,0.061415220293725,0.237015923479595
"REACTOME_SIGNALING_BY_NTRKS",119,1.30878886763489,0.0616740088105727,0.237318700569338
"REACTOME_EXTENSION_OF_TELOMERES",31,1.41711819003836,0.0619765494137353,0.237536099711202
"REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER",60,1.3927481108225,0.0620915032679739,0.237536099711202
"REACTOME_CYP2E1_REACTIONS",11,-1.50153784463187,0.0626304801670146,0.238545044409982
"REACTOME_ERK_MAPK_TARGETS",22,1.46517839500122,0.0627177700348432,0.238545044409982
"REACTOME_POLYMERASE_SWITCHING",14,-1.52872807642033,0.0635593220338983,0.241049186733747
"REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN",68,-1.35483369350893,0.0644905956148394,0.243878229394048
"REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS",82,1.36932557429116,0.0652173913043478,0.245217391304348
"REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION",92,1.30712431296596,0.0651162790697674,0.245217391304348
"REACTOME_REGULATION_OF_TLR_BY_ENDOGENOUS_LIGAND",22,-1.47983236616522,0.0656885330439514,0.246285212210371
"REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS",25,1.45460737982869,0.0679442508710801,0.253299246873489
"REACTOME_GLYCOSAMINOGLYCAN_PROTEIN_LINKAGE_REGION_BIOSYNTHESIS",22,-1.43825409624886,0.0677570093457944,0.253299246873489
"REACTOME_DISEASES_OF_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM",11,-1.48506666993975,0.0688935281837161,0.256112664095397
"REACTOME_MAPK6_MAPK4_SIGNALING",68,1.34647266771875,0.0691318327974277,0.256274625243422
"REACTOME_PECAM1_INTERACTIONS",12,1.49134160345898,0.0699432892249527,0.257830164201787
"REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_PIWI_INTERACTING_RNAS_PIRNAS",69,1.33353548697754,0.0698412698412698,0.257830164201787
"REACTOME_SHC_MEDIATED_CASCADE_FGFR1",20,-1.49630850163826,0.0707547169811321,0.25829129141185
"REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES",37,1.42267356642987,0.0706075533661741,0.25829129141185
"REACTOME_FORMATION_OF_PARAXIAL_MESODERM",52,1.39671562357698,0.07085346215781,0.25829129141185
"REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES",68,1.34054062873522,0.0707395498392283,0.25829129141185
"REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1",12,1.48520247504645,0.0718336483931947,0.261141108523327
"REACTOME_SHC_MEDIATED_CASCADE_FGFR3",18,-1.50822761256557,0.0731707317073171,0.264540337711069
"REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA",82,1.34095105566295,0.0729813664596273,0.264540337711069
"REACTOME_SIGNALING_BY_BMP",28,1.40764014731759,0.0736842105263158,0.265666906993511
"REACTOME_FGFRL1_MODULATION_OF_FGFR1_SIGNALING",12,-1.49136876536739,0.0739957716701903,0.266061299229427
"REACTOME_NR1H2_AND_NR1H3_MEDIATED_SIGNALING",32,1.40019878762813,0.0752864157119476,0.269964368057011
"REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSYLATION_PRECURSOR_BIOSYNTHESIS",14,-1.49372600236545,0.076271186440678,0.272752394988946
"REACTOME_DEVELOPMENTAL_CELL_LINEAGES_OF_THE_EXOCRINE_PANCREAS",63,-1.31737834970899,0.0769302276587232,0.274363630349268
"REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY",39,1.40611923549531,0.0773026315789474,0.274946657183499
"REACTOME_TRAF6_MEDIATED_NF_KB_ACTIVATION",25,1.4288698411144,0.078397212543554,0.275857571409939
"REACTOME_NOTCH3_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION",22,1.41962230193538,0.078397212543554,0.275857571409939
"REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION",53,1.37853274377038,0.0780254777070064,0.275857571409939
"REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS",76,1.31848812204494,0.0782747603833866,0.275857571409939
"REACTOME_NEGATIVE_REGULATORS_OF_DDX58_IFIH1_SIGNALING",35,1.41431272438047,0.0818330605564648,0.287179487179487
"REACTOME_SUMOYLATION_OF_CHROMATIN_ORGANIZATION_PROTEINS",55,1.36570740924757,0.0827922077922078,0.289659259259259
"REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING",70,1.31981270298351,0.0832,0.289659259259259
"REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE",54,-1.31909671895588,0.0831168831168831,0.289659259259259
"REACTOME_FGFR1C_LIGAND_BINDING_AND_ACTIVATION",12,-1.45067330806397,0.0845665961945032,0.293589510107449
"REACTOME_RESPONSE_OF_MTB_TO_PHAGOCYTOSIS",21,1.41478653341861,0.0847750865051903,0.293589510107449
"REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION",15,-1.46296537655772,0.0856531049250535,0.295287958115183
"REACTOME_FATTY_ACID_METABOLISM",131,-1.23113370153973,0.0857142857142857,0.295287958115183
"REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION",13,-1.45384647756677,0.086864406779661,0.298468823295128
"REACTOME_CROSSLINKING_OF_COLLAGEN_FIBRILS",11,-1.44377182460918,0.0876826722338205,0.299119532969662
"REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES",16,1.41116055791777,0.0875912408759124,0.299119532969662
"REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING",24,1.4022313162712,0.0879310344827586,0.299119532969662
"REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM",28,-1.38524827652284,0.087962962962963,0.299119532969662
"REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS",127,1.2646142991453,0.0882352941176471,0.299272286234081
"REACTOME_SUMOYLATION_OF_TRANSCRIPTION_COFACTORS",25,1.4021414517159,0.0905923344947735,0.305691056910569
"REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT",65,1.31781125141832,0.0904761904761905,0.305691056910569
"REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_KRAB_ZFP_PROTEINS",66,1.31682479576906,0.0944,0.317724808184143
"REACTOME_G_PROTEIN_ACTIVATION",23,-1.37384498078318,0.0962441314553991,0.322564321520629
"REACTOME_MITF_M_DEPENDENT_GENE_EXPRESSION",73,-1.26952480734566,0.0964187327823691,0.322564321520629
"REACTOME_HEDGEHOG_OFF_STATE",86,1.26948567329792,0.0965732087227414,0.322564321520629
"REACTOME_FGFR2_LIGAND_BINDING_AND_ACTIVATION",17,-1.41457868385705,0.0969162995594714,0.322890760051302
"REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR2",18,-1.43591119139525,0.0975609756097561,0.323401118142164
"REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT",104,-1.25544298935163,0.0975609756097561,0.323401118142164
"REACTOME_GP1B_IX_V_ACTIVATION_SIGNALLING",12,1.43530390212127,0.0982986767485822,0.325027785429985
"REACTOME_VEGFR2_MEDIATED_CELL_PROLIFERATION",19,1.4005377977052,0.0990990990990991,0.326853168958432
"REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION",132,1.24673508099248,0.0994236311239193,0.327103746397695
"REACTOME_NPAS4_REGULATES_EXPRESSION_OF_TARGET_GENES",19,1.39090512588211,0.100900900900901,0.331136123654827
"REACTOME_PYROPTOSIS",26,1.35458825002189,0.101754385964912,0.333106397835384
"REACTOME_DEATH_RECEPTOR_SIGNALING",115,1.25097340521298,0.102189781021898,0.333701617431309
"REACTOME_SLC_MEDIATED_TRANSPORT_OF_INORGANIC_ANIONS",10,1.41819149586831,0.103053435114504,0.334849617813227
"REACTOME_CARNITINE_SHUTTLE",13,-1.40229421169604,0.103813559322034,0.334849617813227
"REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE",18,1.38028324142334,0.103448275862069,0.334849617813227
"REACTOME_MEIOTIC_SYNAPSIS",61,1.30684464748543,0.103789126853377,0.334849617813227
"REACTOME_HDACS_DEACETYLATE_HISTONES",75,1.28933141111439,0.102803738317757,0.334849617813227
"REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES",31,1.30850291695517,0.105527638190955,0.339546141465273
"REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY",18,-1.40021964550373,0.106430155210643,0.339956515187394
"REACTOME_IRAK4_DEFICIENCY_TLR2_4",18,-1.39524223310872,0.106430155210643,0.339956515187394
"REACTOME_INFECTION_WITH_ENTEROBACTERIA",35,1.34402582201284,0.106382978723404,0.339956515187394
"REACTOME_CELL_JUNCTION_ORGANIZATION",245,1.19787084967712,0.106809078771696,0.340340793374216
"REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS",81,-1.27117896982661,0.109243697478992,0.347257743677181
"REACTOME_DISEASES_ASSOCIATED_WITH_N_GLYCOSYLATION_OF_PROTEINS",19,1.36695437331319,0.10990990990991,0.347695772695773
"REACTOME_SIGNALING_BY_ERBB2_IN_CANCER",25,-1.35075548648493,0.10981308411215,0.347695772695773
"REACTOME_DEVELOPMENTAL_CELL_LINEAGES_OF_THE_INTEGUMENTARY_SYSTEM",47,1.33381574021563,0.110197368421053,0.347769153098574
"REACTOME_DENGUE_VIRUS_HOST_INTERACTIONS",240,1.18986164960071,0.111409395973154,0.35075302655663
"REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS",29,-1.36342580719821,0.112903225806452,0.354607745015013
